caldt,vwretd
20080702,-0.017992
20080703,0.001075
20080707,-0.008092
20080708,0.017643
20080709,-0.022656
20080710,0.007102
20080711,-0.010979
20080714,-0.008835
20080715,-0.010527
20080716,0.025064
20080717,0.011808
20080718,-0.000099
20080721,-0.000663
20080722,0.013658
20080723,0.003984
20080724,-0.022925
20080725,0.004255
20080728,-0.018448
20080729,0.023487
20080730,0.016534
20080731,-0.012839
20080801,-0.005623
20080804,-0.008737
20080805,0.028818
20080806,0.004060
20080807,-0.018041
20080808,0.023915
20080811,0.007276
20080812,-0.011639
20080813,-0.002780
20080814,0.005535
20080815,0.004286
20080818,-0.014872
20080819,-0.009214
20080820,0.006187
20080821,0.002490
20080822,0.011538
20080825,-0.019459
20080826,0.003619
20080827,0.008053
20080828,0.014869
20080829,-0.013721
20080902,-0.003892
20080903,-0.001604
20080904,-0.029620
20080905,0.004572
20080908,0.020415
20080909,-0.033590
20080910,0.006030
20080911,0.014305
20080912,0.001924
20080915,-0.046417
20080916,0.017108
20080917,-0.047027
20080918,0.042867
20080919,0.040156
20080922,-0.037926
20080923,-0.015318
20080924,-0.001766
20080925,0.019586
20080926,0.003484
20080929,-0.087087
20080930,0.053987
20081001,-0.004515
20081002,-0.039694
20081003,-0.013309
20081006,-0.037788
20081007,-0.058158
20081008,-0.010852
20081009,-0.075734
20081010,-0.011174
20081013,0.115129
20081014,-0.006052
20081015,-0.089963
20081016,0.043349
20081017,-0.006221
20081020,0.047039
20081021,-0.030627
20081022,-0.059076
20081023,0.010965
20081024,-0.034157
20081027,-0.031779
20081028,0.107240
20081029,-0.011463
20081030,0.027035
20081031,0.015319
20081103,-0.002754
20081104,0.040260
20081105,-0.051925
20081106,-0.049460
20081107,0.029011
20081110,-0.012278
20081111,-0.021958
20081112,-0.051133
20081113,0.068893
20081114,-0.041756
20081117,-0.025816
20081118,0.010164
20081119,-0.060607
20081120,-0.065964
20081121,0.063255
20081124,0.063418
20081125,0.006564
20081126,0.035613
20081128,0.009108
20081201,-0.088632
20081202,0.039422
20081203,0.026509
20081204,-0.028669
20081205,0.037059
20081208,0.037990
20081209,-0.022993
20081210,0.011764
20081211,-0.028225
20081212,0.007138
20081215,-0.012723
20081216,0.051000
20081217,-0.009406
20081218,-0.020668
20081219,0.003024
20081222,-0.017844
20081223,-0.009531
20081224,0.006205
20081226,0.005217
20081229,-0.003810
20081230,0.024398
20081231,0.014131
20090102,0.031761
20090105,-0.004636
20090106,0.007638
20090107,-0.029294
20090108,0.002718
20090109,-0.020917
20090112,-0.022315
20090113,0.002039
20090114,-0.033126
20090115,0.001564
20090116,0.007781
20090120,-0.052247
20090121,0.042629
20090122,-0.015311
20090123,0.005171
20090126,0.005588
20090127,0.010901
20090128,0.033121
20090129,-0.032553
20090130,-0.022669
20090202,-0.000561
20090203,0.016112
20090204,-0.006878
20090205,0.016832
20090206,0.027222
20090209,0.001328
20090210,-0.048566
20090211,0.008565
20090212,0.002087
20090213,-0.010061
20090217,-0.044385
20090218,-0.000199
20090219,-0.011210
20090220,-0.010918
20090223,-0.034620
20090224,0.039571
20090225,-0.010665
20090226,-0.015826
20090227,-0.022813
20090302,-0.046123
20090303,-0.006363
20090304,0.023934
20090305,-0.041599
20090306,0.001256
20090309,-0.009898
20090310,0.062793
20090311,0.002968
20090312,0.040657
20090313,0.007563
20090316,-0.003904
20090317,0.032028
20090318,0.020635
20090319,-0.012424
20090320,-0.019346
20090323,0.070330
20090324,-0.018541
20090325,0.007886
20090326,0.023394
20090327,-0.019026
20090330,-0.035222
20090331,0.013143
20090401,0.016712
20090402,0.028540
20090403,0.009786
20090406,-0.008214
20090407,-0.023262
20090408,0.011775
20090409,0.037105
20090413,0.002745
20090414,-0.019820
20090415,0.012109
20090416,0.015556
20090417,0.004765
20090420,-0.042135
20090421,0.020999
20090422,-0.007495
20090423,0.010041
20090424,0.016580
20090427,-0.009890
20090428,-0.002899
20090429,0.021661
20090430,-0.000906
20090501,0.004942
20090504,0.033089
20090505,-0.003355
20090506,0.017047
20090507,-0.013200
20090508,0.023641
20090511,-0.020491
20090512,-0.000724
20090513,-0.026245
20090514,0.010117
20090515,-0.011213
20090518,0.030394
20090519,-0.001501
20090520,-0.004993
20090521,-0.016312
20090522,-0.001219
20090526,0.026212
20090527,-0.018747
20090528,0.015331
20090529,0.013552
20090601,0.025957
20090602,0.001893
20090603,-0.013036
20090604,0.011331
20090605,-0.002298
20090608,-0.000884
20090609,0.003606
20090610,-0.003454
20090611,0.005926
20090612,0.001513
20090615,-0.023676
20090616,-0.012557
20090617,-0.001058
20090618,0.008390
20090619,0.003153
20090622,-0.029761
20090623,0.002037
20090624,0.006795
20090625,0.021370
20090626,-0.001578
20090629,0.008951
20090630,-0.008363
20090701,0.004366
20090702,-0.028866
20090706,0.002452
20090707,-0.019498
20090708,-0.000849
20090709,0.003317
20090710,-0.004008
20090713,0.024724
20090714,0.005305
20090715,0.029502
20090716,0.008569
20090717,-0.000444
20090720,0.011461
20090721,0.003641
20090722,-0.000315
20090723,0.022961
20090724,0.002755
20090727,0.002713
20090728,-0.002438
20090729,-0.004232
20090730,0.011931
20090731,0.000594
20090803,0.015215
20090804,0.002984
20090805,-0.002714
20090806,-0.005597
20090807,0.013266
20090810,-0.003304
20090811,-0.011987
20090812,0.011798
20090813,0.007025
20090814,-0.008445
20090817,-0.023926
20090818,0.010187
20090819,0.007059
20090820,0.010558
20090821,0.018416
20090824,-0.000583
20090825,0.002407
20090826,0.000290
20090827,0.002485
20090828,-0.001989
20090831,-0.007871
20090901,-0.021739
20090902,-0.003071
20090903,0.008764
20090904,0.012966
20090908,0.008913
20090909,0.007755
20090910,0.010279
20090911,-0.001161
20090914,0.006243
20090915,0.003038
20090916,0.015149
20090917,-0.002853
20090918,0.002624
20090921,-0.003233
20090922,0.006615
20090923,-0.010070
20090924,-0.009156
20090925,-0.006292
20090928,0.017754
20090929,-0.002220
20090930,-0.003401
20091001,-0.025416
20091002,-0.004416
20091005,0.014663
20091006,0.013690
20091007,0.003153
20091008,0.007513
20091009,0.005545
20091012,0.004357
20091013,-0.002409
20091014,0.017430
20091015,0.003970
20091016,-0.007959
20091019,0.009393
20091020,-0.006263
20091021,-0.008705
20091022,0.010585
20091023,-0.011542
20091026,-0.011538
20091027,-0.003531
20091028,-0.019478
20091029,0.022410
20091030,-0.027946
20091102,0.006402
20091103,0.002456
20091104,0.001330
20091105,0.019499
20091106,0.002607
20091109,0.022363
20091110,0.000229
20091111,0.005054
20091112,-0.009921
20091113,0.005801
20091116,0.014478
20091117,0.001241
20091118,-0.000216
20091119,-0.013166
20091120,-0.003328
20091123,0.013635
20091124,-0.000588
20091125,0.004628
20091127,-0.016980
20091130,0.003926
20091201,0.012002
20091202,0.000517
20091203,-0.008319
20091204,0.005461
20091207,-0.002519
20091208,-0.010203
20091209,0.003660
20091210,0.006023
20091211,0.003802
20091214,0.006696
20091215,-0.005645
20091216,0.000944
20091217,-0.011886
20091218,0.006278
20091221,0.010349
20091222,0.003565
20091223,0.002687
20091224,0.005245
20091228,0.001421
20091229,-0.001191
20091230,0.000206
20091231,-0.010167
20100104,0.015970
20100105,0.003066
20100106,0.000907
20100107,0.003898
20100108,0.002791
20100111,0.001724
20100112,-0.009159
20100113,0.008434
20100114,0.002369
20100115,-0.010708
20100119,0.012443
20100120,-0.010489
20100121,-0.018772
20100122,-0.021872
20100125,0.004539
20100126,-0.004003
20100127,0.004791
20100128,-0.011755
20100129,-0.009675
20100201,0.014002
20100202,0.012781
20100203,-0.004936
20100204,-0.031009
20100205,0.003003
20100208,-0.008497
20100209,0.012927
20100210,-0.002047
20100211,0.009736
20100212,-0.002560
20100216,0.018243
20100217,0.004566
20100218,0.006558
20100219,0.001968
20100222,-0.000985
20100223,-0.012151
20100224,0.009932
20100225,-0.001729
20100226,0.001370
20100301,0.010000
20100302,0.002319
20100303,0.000380
20100304,0.003904
20100305,0.013974
20100308,0.000172
20100309,0.001957
20100310,0.004814
20100311,0.004561
20100312,-0.000333
20100315,0.000609
20100316,0.007972
20100317,0.005804
20100318,-0.000355
20100319,-0.005298
20100322,0.005320
20100323,0.007378
20100324,-0.005490
20100325,-0.001429
20100326,0.000760
20100329,0.005651
20100330,0.000170
20100331,-0.003287
20100401,0.007302
20100405,0.008022
20100406,0.001781
20100407,-0.005259
20100408,0.003583
20100409,0.006607
20100412,0.001860
20100413,0.000747
20100414,0.011312
20100415,0.000686
20100416,-0.016104
20100419,0.004719
20100420,0.008129
20100421,-0.000906
20100422,0.002404
20100423,0.006917
20100426,-0.004458
20100427,-0.023270
20100428,0.006419
20100429,0.013003
20100430,-0.016708
20100503,0.012927
20100504,-0.023775
20100505,-0.006100
20100506,-0.032201
20100507,-0.015477
20100510,0.043619
20100511,-0.003092
20100512,0.014099
20100513,-0.012071
20100514,-0.018848
20100517,0.001267
20100518,-0.013955
20100519,-0.005121
20100520,-0.038569
20100521,0.014701
20100524,-0.012638
20100525,0.000262
20100526,-0.005595
20100527,0.033149
20100528,-0.012146
20100601,-0.017027
20100602,0.025802
20100603,0.004262
20100604,-0.034767
20100607,-0.013255
20100608,0.010932
20100609,-0.005700
20100610,0.029205
20100611,0.004718
20100614,-0.001693
20100615,0.023316
20100616,-0.000659
20100617,0.001307
20100618,0.001280
20100621,-0.003953
20100622,-0.015842
20100623,-0.002993
20100624,-0.016900
20100625,0.002986
20100628,-0.002106
20100629,-0.031166
20100630,-0.010013
20100701,-0.002911
20100702,-0.004509
20100706,0.005406
20100707,0.031502
20100708,0.009588
20100709,0.007205
20100712,0.000925
20100713,0.015524
20100714,-0.000110
20100715,0.001109
20100716,-0.028703
20100719,0.005974
20100720,0.011599
20100721,-0.012708
20100722,0.022421
20100723,0.008242
20100726,0.011116
20100727,-0.001083
20100728,-0.006875
20100729,-0.004041
20100730,0.000056
20100802,0.021847
20100803,-0.004813
20100804,0.006417
20100805,-0.001333
20100806,-0.003445
20100809,0.005515
20100810,-0.005970
20100811,-0.027435
20100812,-0.005483
20100813,-0.003902
20100816,0.000195
20100817,0.012525
20100818,0.001444
20100819,-0.016935
20100820,-0.003539
20100823,-0.003789
20100824,-0.014424
20100825,0.003523
20100826,-0.007759
20100827,0.016560
20100830,-0.014556
20100831,-0.000067
20100901,0.029898
20100902,0.009295
20100903,0.013217
20100907,-0.011149
20100908,0.006537
20100909,0.004791
20100910,0.004883
20100913,0.011574
20100914,-0.000482
20100915,0.003594
20100916,-0.000121
20100917,0.001005
20100920,0.015202
20100921,-0.002731
20100922,-0.004449
20100923,-0.008258
20100924,0.020923
20100927,-0.005518
20100928,0.005024
20100929,-0.002404
20100930,-0.003101
20101001,0.004450
20101004,-0.007918
20101005,0.020519
20101006,0.000064
20101007,-0.001618
20101008,0.006125
20101011,0.000207
20101012,0.003756
20101013,0.007272
20101014,-0.003865
20101015,0.002134
20101018,0.007368
20101019,-0.015835
20101020,0.010449
20101021,0.002000
20101022,0.002272
20101025,0.002280
20101026,0.000284
20101027,-0.002547
20101028,0.001307
20101029,-0.000142
20101101,0.000740
20101102,0.007736
20101103,0.003861
20101104,0.019330
20101105,0.003984
20101108,-0.002000
20101109,-0.007598
20101110,0.004364
20101111,-0.004139
20101112,-0.011796
20101115,-0.001374
20101116,-0.015729
20101117,0.000274
20101118,0.015284
20101119,0.002599
20101122,-0.001372
20101123,-0.014258
20101124,0.015003
20101126,-0.007258
20101129,-0.001085
20101130,-0.005854
20101201,0.021595
20101202,0.012844
20101203,0.002709
20101206,-0.001162
20101207,0.000655
20101208,0.003878
20101209,0.003980
20101210,0.006130
20101213,0.000224
20101214,0.001005
20101215,-0.004986
20101216,0.006158
20101217,0.001119
20101220,0.002346
20101221,0.006134
20101222,0.003422
20101223,-0.001591
20101227,0.000807
20101228,0.000765
20101229,0.001216
20101230,-0.001459
20101231,-0.000271
20110103,0.011325
20110104,-0.001236
20110105,0.005164
20110106,-0.001715
20110107,-0.001755
20110110,-0.001549
20110111,0.003829
20110112,0.009032
20110113,-0.001697
20110114,0.007206
20110118,0.001383
20110119,-0.009960
20110120,-0.001058
20110121,0.002205
20110124,0.005643
20110125,0.000400
20110126,0.004330
20110127,0.002442
20110128,-0.017916
20110131,0.007465
20110201,0.016542
20110202,-0.002470
20110203,0.002366
20110204,0.002751
20110207,0.006562
20110208,0.004593
20110209,-0.002730
20110210,0.000744
20110211,0.005651
20110214,0.002410
20110215,-0.003153
20110216,0.006311
20110217,0.003255
20110218,0.001846
20110222,-0.020693
20110223,-0.006134
20110224,-0.000795
20110225,0.010296
20110228,0.005120
20110301,-0.015713
20110302,0.002000
20110303,0.017027
20110304,-0.007280
20110307,-0.008307
20110308,0.009110
20110309,-0.001122
20110310,-0.018764
20110311,0.007394
20110314,-0.005894
20110315,-0.011073
20110316,-0.019374
20110317,0.012992
20110318,0.004214
20110321,0.015058
20110322,-0.003353
20110323,0.002916
20110324,0.009368
20110325,0.003189
20110328,-0.002774
20110329,0.007224
20110330,0.006720
20110331,-0.001745
20110401,0.004890
20110404,0.000419
20110405,0.000088
20110406,0.002602
20110407,-0.001498
20110408,-0.004034
20110411,-0.002773
20110412,-0.007576
20110413,0.000442
20110414,0.000048
20110415,0.003814
20110418,-0.011038
20110419,0.005612
20110420,0.013576
20110421,0.005122
20110425,-0.001708
20110426,0.008955
20110427,0.006536
20110428,0.003556
20110429,0.002302
20110502,-0.001740
20110503,-0.003341
20110504,-0.006527
20110505,-0.008979
20110506,0.003920
20110509,0.004444
20110510,0.008069
20110511,-0.010324
20110512,0.005203
20110513,-0.008049
20110516,-0.006157
20110517,-0.000167
20110518,0.008827
20110519,0.002355
20110520,-0.007732
20110523,-0.011920
20110524,-0.000953
20110525,0.003019
20110526,0.004271
20110527,0.004343
20110531,0.010535
20110601,-0.022642
20110602,-0.001226
20110603,-0.009755
20110606,-0.010634
20110607,-0.000794
20110608,-0.004053
20110609,0.007452
20110610,-0.013762
20110613,0.000999
20110614,0.012595
20110615,-0.017561
20110616,0.001957
20110617,0.003050
20110620,0.005522
20110621,0.013557
20110622,-0.006441
20110623,-0.002695
20110624,-0.011903
20110627,0.009232
20110628,0.013162
20110629,0.008388
20110630,0.010084
20110701,0.014493
20110705,-0.001209
20110706,0.001503
20110707,0.010678
20110708,-0.006843
20110711,-0.018032
20110712,-0.004430
20110713,0.003165
20110714,-0.006812
20110715,0.005592
20110718,-0.008152
20110719,0.016329
20110720,-0.000564
20110721,0.013494
20110722,0.000963
20110725,-0.005610
20110726,-0.003890
20110727,-0.020252
20110728,-0.003164
20110729,-0.006379
20110801,-0.004214
20110802,-0.025575
20110803,0.005456
20110804,-0.047724
20110805,-0.000673
20110808,-0.066532
20110809,0.047420
20110810,-0.043752
20110811,0.046185
20110812,0.005184
20110815,0.021687
20110816,-0.009120
20110817,0.001028
20110818,-0.044371
20110819,-0.014923
20110822,0.000358
20110823,0.034443
20110824,0.013181
20110825,-0.015560
20110826,0.015294
20110829,0.028404
20110830,0.002626
20110831,0.005100
20110901,-0.011889
20110902,-0.025100
20110906,-0.007280
20110907,0.029000
20110908,-0.010623
20110909,-0.026630
20110912,0.007052
20110913,0.009622
20110914,0.013544
20110915,0.017299
20110916,0.005780
20110919,-0.009721
20110920,-0.001807
20110921,-0.029176
20110922,-0.032018
20110923,0.006359
20110926,0.023156
20110927,0.010557
20110928,-0.020290
20110929,0.007898
20110930,-0.024876
20111003,-0.028377
20111004,0.022530
20111005,0.018252
20111006,0.018482
20111007,-0.007989
20111010,0.034093
20111011,0.000591
20111012,0.009968
20111013,-0.002927
20111014,0.017325
20111017,-0.019308
20111018,0.020517
20111019,-0.012532
20111020,0.004446
20111021,0.018774
20111024,0.013028
20111025,-0.020036
20111026,0.010239
20111027,0.034398
20111028,0.000422
20111031,-0.024819
20111101,-0.027867
20111102,0.016246
20111103,0.018892
20111104,-0.006251
20111107,0.006382
20111108,0.012425
20111109,-0.036672
20111110,0.008642
20111111,0.019601
20111114,-0.009364
20111115,0.004751
20111116,-0.016475
20111117,-0.016845
20111118,-0.000391
20111121,-0.018651
20111122,-0.004026
20111123,-0.021966
20111125,-0.002483
20111128,0.029210
20111129,0.002616
20111130,0.043306
20111201,-0.001804
20111202,-0.000335
20111205,0.010460
20111206,0.001126
20111207,0.002277
20111208,-0.021145
20111209,0.016952
20111212,-0.014884
20111213,-0.008641
20111214,-0.011194
20111215,0.003335
20111216,0.003289
20111219,-0.011844
20111220,0.029901
20111221,0.001647
20111222,0.008384
20111223,0.009031
20111227,-0.000069
20111228,-0.012235
20111229,0.010645
20111230,-0.004231
20120103,0.015377
20120104,0.000388
20120105,0.002898
20120106,-0.002191
20120109,0.002330
20120110,0.008934
20120111,0.000413
20120112,0.002413
20120113,-0.004854
20120117,0.003456
20120118,0.011388
20120119,0.005104
20120120,0.000790
20120123,0.000430
20120124,-0.000915
20120125,0.008514
20120126,-0.005659
20120127,-0.001511
20120130,-0.002354
20120131,-0.000399
20120201,0.009247
20120202,0.001258
20120203,0.014701
20120206,-0.000504
20120207,0.001982
20120208,0.002557
20120209,0.001659
20120210,-0.006980
20120213,0.006931
20120214,-0.000729
20120215,-0.005095
20120216,0.011271
20120217,0.002396
20120221,0.000416
20120222,-0.003431
20120223,0.004499
20120224,0.001959
20120227,0.001445
20120228,0.003637
20120229,-0.004445
20120301,0.006162
20120302,-0.003038
20120305,-0.003730
20120306,-0.015343
20120307,0.007335
20120308,0.009749
20120309,0.003565
20120312,0.000226
20120313,0.018365
20120314,-0.001188
20120315,0.006003
20120316,0.001059
20120319,0.003783
20120320,-0.002845
20120321,-0.001866
20120322,-0.007125
20120323,0.003121
20120326,0.013912
20120327,-0.002597
20120328,-0.004715
20120329,-0.001632
20120330,0.003730
20120402,0.007407
20120403,-0.003787
20120404,-0.010034
20120405,-0.000117
20120409,-0.011358
20120410,-0.017067
20120411,0.007588
20120412,0.013798
20120413,-0.012420
20120416,-0.000450
20120417,0.015507
20120418,-0.003952
20120419,-0.005824
20120420,0.001370
20120423,-0.008769
20120424,0.003327
20120425,0.013675
20120426,0.007023
20120427,0.002703
20120430,-0.003841
20120501,0.005573
20120502,-0.002329
20120503,-0.007570
20120504,-0.016202
20120507,0.000175
20120508,-0.004166
20120509,-0.006242
20120510,0.002691
20120511,-0.003215
20120514,-0.011019
20120515,-0.005451
20120516,-0.004271
20120517,-0.014673
20120518,-0.007276
20120521,0.016123
20120522,0.000573
20120523,0.001839
20120524,0.001519
20120525,-0.002080
20120529,0.011299
20120530,-0.014079
20120531,-0.002107
20120601,-0.024708
20120604,0.000295
20120605,0.005835
20120606,0.023073
20120607,0.000014
20120608,0.008371
20120611,-0.012739
20120612,0.011654
20120613,-0.006675
20120614,0.010730
20120615,0.010421
20120618,0.001494
20120619,0.009845
20120620,-0.001449
20120621,-0.022090
20120622,0.007080
20120625,-0.015577
20120626,0.004758
20120627,0.008995
20120628,-0.002167
20120629,0.025165
20120702,0.002405
20120703,0.006713
20120705,-0.004557
20120706,-0.009039
20120709,-0.001629
20120710,-0.008019
20120711,-0.000020
20120712,-0.005030
20120713,0.016617
20120716,-0.002319
20120717,0.007375
20120718,0.006779
20120719,0.002712
20120720,-0.009819
20120723,-0.009045
20120724,-0.009039
20120725,-0.000342
20120726,0.016661
20120727,0.019238
20120730,-0.000306
20120731,-0.004437
20120801,-0.003073
20120802,-0.007161
20120803,0.019034
20120806,0.002376
20120807,0.005174
20120808,0.001014
20120809,0.000757
20120810,0.002143
20120813,-0.001029
20120814,0.000231
20120815,0.001656
20120816,0.006944
20120817,0.001860
20120820,-0.000025
20120821,-0.003603
20120822,0.000250
20120823,-0.007941
20120824,0.006713
20120827,-0.000408
20120828,-0.000706
20120829,0.001133
20120830,-0.007663
20120831,0.005188
20120904,-0.000936
20120905,-0.000866
20120906,0.020380
20120907,0.004010
20120910,-0.006136
20120911,0.003175
20120912,0.002337
20120913,0.016295
20120914,0.004019
20120917,-0.003166
20120918,-0.001285
20120919,0.001210
20120920,-0.000450
20120921,-0.000179
20120924,-0.002032
20120925,-0.010525
20120926,-0.005536
20120927,0.009581
